SaleID,CustomerID,CarModel,FuelType,City,SaleDate,Price,SalesPersonID,SaleYear
23174,103173,City,CNG,Delhi,2023-12-09,1498958,35,2023
23175,103174,Baleno,Diesel,Chennai,2023-06-03,1515473,3,2023
23176,103175,Creta,Diesel,Hyderabad,2023-06-09,1576593,27,2023
23177,103176,i20,CNG,Chennai,2023-02-14,1405321,28,2023
23178,103177,Verna,Petrol,Pune,2023-06-07,1400988,3,2023
23179,103178,i20,Diesel,Chennai,2023-10-02,1567922,31,2023
23180,103179,XUV300,Electric,Bangalore,2023-11-13,730686,19,2023
23181,103180,Verna,Electric,Delhi,2023-09-15,1569491,35,2023
23182,103181,City,CNG,Mumbai,2023-11-02,1487949,27,2023
23183,103182,Swift,Electric,Hyderabad,2023-02-12,1458595,7,2023
23184,103183,i20,Electric,Bangalore,2023-05-04,963291,8,2023
23185,103184,City,Petrol,Delhi,2023-12-15,592184,14,2023
23186,103185,XUV300,Diesel,Bangalore,2023-02-27,1444489,29,2023
23187,103186,Baleno,Electric,Mumbai,2023-04-29,1256063,46,2023
23188,103187,Creta,Petrol,Mumbai,2023-11-25,738614,6,2023
23189,103188,Swift,Electric,Chennai,2023-11-05,1146672,29,2023
23190,103189,Venue,Diesel,Delhi,2023-08-03,1277925,7,2023
23191,103190,Baleno,Electric,Bangalore,2023-12-26,715031,16,2023
23192,103191,XUV300,Diesel,Delhi,2023-01-21,680964,38,2023
23193,103192,Swift,CNG,Bangalore,2023-07-06,998911,44,2023
23194,103193,Venue,Petrol,Pune,2023-09-30,645828,20,2023
23195,103194,XUV300,Diesel,Bangalore,2023-11-13,1526696,28,2023
23196,103195,Swift,Electric,Mumbai,2023-04-02,795487,31,2023
23197,103196,Swift,Electric,Bangalore,2023-06-30,1540768,11,2023
23198,103197,Creta,Electric,Pune,2023-12-20,1443228,13,2023
23199,103198,Verna,Electric,Mumbai,2023-12-15,1628722,13,2023
23200,103199,City,Diesel,Delhi,2023-04-11,1497213,19,2023
23201,103200,Venue,Electric,Bangalore,2023-09-26,1106076,21,2023
23202,103201,XUV300,Electric,Hyderabad,2023-11-19,1751353,46,2023
23203,103202,Verna,Electric,Hyderabad,2023-08-06,923373,13,2023
23204,103203,i20,CNG,Pune,2023-04-05,1440298,27,2023
23205,103204,Swift,Electric,Delhi,2023-10-13,973225,41,2023
23206,103205,XUV300,Electric,Delhi,2023-02-14,1574753,12,2023
23207,103206,i20,CNG,Bangalore,2023-09-25,1376230,18,2023
23208,103207,XUV300,Electric,Delhi,2023-05-23,777513,4,2023
23209,103208,Creta,Electric,Hyderabad,2023-11-22,1227205,15,2023
23210,103209,Venue,Diesel,Bangalore,2023-05-03,970671,2,2023
23211,103210,XUV300,Electric,Delhi,2023-02-14,1327170,41,2023
23212,103211,XUV300,Diesel,Delhi,2023-08-07,1201516,4,2023
23213,103212,XUV300,CNG,Pune,2023-12-26,955201,21,2023
23214,103213,XUV300,Petrol,Pune,2023-08-27,1404532,17,2023
23215,103214,City,Diesel,Pune,2023-06-20,1271556,49,2023
23216,103215,XUV300,Petrol,Bangalore,2023-07-30,1559839,28,2023
23217,103216,XUV300,Electric,Mumbai,2023-08-08,786906,26,2023
23218,103217,City,CNG,Mumbai,2023-05-13,1176989,15,2023
23219,103218,Swift,Petrol,Chennai,2023-11-17,1646752,4,2023
23220,103219,Verna,CNG,Hyderabad,2023-03-14,1689300,3,2023
23221,103220,Creta,Electric,Chennai,2023-12-30,1684869,45,2023
23222,103221,XUV300,Diesel,Pune,2023-02-18,1627059,37,2023
23223,103222,XUV300,Diesel,Hyderabad,2023-12-01,949447,34,2023
23224,103223,i20,CNG,Delhi,2023-10-01,1557793,44,2023
23225,103224,Baleno,Petrol,Chennai,2023-07-05,1131541,26,2023
23226,103225,Verna,Petrol,Chennai,2023-10-09,1314111,31,2023
23227,103226,Swift,CNG,Pune,2023-02-12,531312,28,2023
23228,103227,Baleno,Diesel,Pune,2023-06-18,1247597,13,2023
23229,103228,Swift,Diesel,Chennai,2023-05-09,1600703,28,2023
23230,103229,Baleno,Petrol,Hyderabad,2023-07-11,1080395,13,2023
23231,103230,Baleno,Petrol,Bangalore,2023-02-23,1417963,35,2023
23232,103231,Swift,CNG,Chennai,2023-02-10,1287837,7,2023
23233,103232,Venue,Electric,Chennai,2023-03-22,1302991,37,2023
23234,103233,Venue,Diesel,Delhi,2023-07-21,527336,4,2023
23235,103234,Venue,CNG,Chennai,2023-02-04,903133,21,2023
23236,103235,Venue,Petrol,Hyderabad,2023-09-05,807986,7,2023
23237,103236,Verna,Diesel,Pune,2023-09-30,989781,30,2023
23238,103237,Swift,Petrol,Bangalore,2023-06-16,1423575,48,2023
23239,103238,Baleno,Petrol,Mumbai,2023-04-13,1346752,17,2023
23240,103239,Creta,Petrol,Hyderabad,2023-02-19,1650526,44,2023
23241,103240,XUV300,Petrol,Mumbai,2023-09-13,965046,4,2023
23242,103241,Creta,Diesel,Bangalore,2023-03-23,1250306,48,2023
23243,103242,Creta,Diesel,Mumbai,2023-12-14,1001362,33,2023
23244,103243,Baleno,Petrol,Pune,2023-11-23,1239142,31,2023
23245,103244,Baleno,Diesel,Hyderabad,2023-10-01,1652906,22,2023
23246,103245,Creta,Diesel,Hyderabad,2023-05-20,952792,5,2023
23247,103246,XUV300,Diesel,Pune,2023-09-16,888053,6,2023
23248,103247,City,Diesel,Delhi,2023-03-20,1452874,28,2023
23249,103248,City,Petrol,Mumbai,2023-02-19,778639,49,2023
23250,103249,Venue,Petrol,Bangalore,2023-09-09,743760,10,2023
23251,103250,Verna,Electric,Chennai,2023-10-24,1648283,17,2023
23252,103251,Swift,Diesel,Pune,2023-12-27,1543337,45,2023
23253,103252,XUV300,CNG,Mumbai,2023-12-14,1265156,15,2023
23254,103253,Baleno,CNG,Mumbai,2023-09-08,557966,9,2023
23255,103254,Baleno,Electric,Bangalore,2023-07-06,1085264,41,2023
23256,103255,i20,Diesel,Chennai,2023-11-26,1786543,14,2023
23257,103256,City,Diesel,Mumbai,2023-09-19,588470,15,2023
23258,103257,i20,Electric,Chennai,2023-05-28,519771,44,2023
23259,103258,Verna,Diesel,Hyderabad,2023-05-05,932747,29,2023
23260,103259,Baleno,Petrol,Mumbai,2023-11-07,696735,19,2023
23261,103260,Baleno,CNG,Mumbai,2023-11-06,975722,34,2023
23262,103261,Venue,CNG,Chennai,2023-12-01,1053794,22,2023
23263,103262,Venue,Electric,Bangalore,2023-02-15,502507,27,2023
23264,103263,Baleno,Electric,Mumbai,2023-09-07,1565486,10,2023
23265,103264,i20,CNG,Hyderabad,2023-09-25,908338,26,2023
23266,103265,Baleno,CNG,Delhi,2023-05-12,1765963,24,2023
23267,103266,Verna,CNG,Pune,2023-03-29,1179474,34,2023
23268,103267,i20,Petrol,Pune,2023-07-09,618108,27,2023
23269,103268,Venue,Diesel,Chennai,2023-02-10,1524076,49,2023
23270,103269,Baleno,CNG,Pune,2023-05-23,834671,22,2023
23271,103270,i20,Diesel,Pune,2023-12-29,1418728,37,2023
23272,103271,City,Petrol,Mumbai,2023-07-18,1757167,9,2023
23273,103272,XUV300,Petrol,Delhi,2023-06-10,1384926,27,2023
23274,103273,Swift,Petrol,Pune,2023-11-09,1677067,2,2023
23275,103274,Creta,Electric,Bangalore,2023-10-09,1147214,35,2023
23276,103275,Swift,Petrol,Pune,2023-12-09,998385,41,2023
23277,103276,Creta,CNG,Bangalore,2023-09-18,1478016,50,2023
23278,103277,Baleno,CNG,Delhi,2023-06-09,746094,8,2023
23279,103278,Verna,Electric,Pune,2023-06-28,1524883,44,2023
23280,103279,Verna,CNG,Mumbai,2023-02-04,730146,4,2023
23281,103280,XUV300,Diesel,Bangalore,2023-02-04,1264374,27,2023
23282,103281,Venue,Petrol,Chennai,2023-12-27,1557772,37,2023
23283,103282,Venue,Electric,Delhi,2023-05-13,1184374,37,2023
23284,103283,City,Diesel,Pune,2023-07-26,583738,45,2023
23285,103284,Verna,Diesel,Pune,2023-11-13,1649840,35,2023
23286,103285,i20,Petrol,Pune,2023-10-08,1063091,12,2023
23287,103286,Baleno,Petrol,Hyderabad,2023-07-13,1520005,45,2023
23288,103287,XUV300,Electric,Pune,2023-02-26,977265,38,2023
23289,103288,Creta,CNG,Bangalore,2023-02-07,1325199,40,2023
23290,103289,City,CNG,Mumbai,2023-09-19,1400861,33,2023
23291,103290,i20,CNG,Chennai,2023-09-07,1365377,18,2023
23292,103291,Creta,Diesel,Mumbai,2023-07-28,936813,42,2023
23293,103292,XUV300,Petrol,Pune,2023-05-30,1655528,8,2023
23294,103293,Venue,Diesel,Hyderabad,2023-01-20,812723,2,2023
23295,103294,XUV300,CNG,Mumbai,2023-06-14,1220582,13,2023
23296,103295,i20,Electric,Mumbai,2023-10-31,901403,18,2023
23297,103296,Verna,Petrol,Hyderabad,2023-10-11,1726108,42,2023
23298,103297,XUV300,Diesel,Chennai,2023-02-14,704258,35,2023
23299,103298,Swift,Electric,Mumbai,2023-11-26,1497528,6,2023
23300,103299,Creta,CNG,Hyderabad,2023-01-17,1483255,28,2023
23301,103300,Swift,Petrol,Pune,2023-11-29,854623,48,2023
23302,103301,Swift,Electric,Pune,2023-03-27,956398,1,2023
23303,103302,XUV300,Petrol,Delhi,2023-06-19,1736437,8,2023
23304,103303,XUV300,Petrol,Hyderabad,2023-01-15,1677073,34,2023
23305,103304,XUV300,Petrol,Delhi,2023-12-02,1723163,29,2023
23306,103305,Venue,CNG,Chennai,2023-06-29,1360967,34,2023
23307,103306,Creta,Electric,Delhi,2023-08-27,531320,43,2023
23308,103307,Venue,Diesel,Mumbai,2023-02-12,744239,10,2023
23309,103308,XUV300,Diesel,Mumbai,2023-08-19,1665143,45,2023
23310,103309,Verna,Electric,Delhi,2023-12-09,552859,21,2023
23311,103310,Swift,Electric,Chennai,2023-10-27,1191574,11,2023
23312,103311,Baleno,Diesel,Bangalore,2023-07-28,1148498,38,2023
23313,103312,i20,Petrol,Bangalore,2023-02-27,889774,18,2023
23314,103313,Venue,Petrol,Bangalore,2023-05-22,976046,13,2023
23315,103314,Swift,Electric,Pune,2023-03-24,630854,30,2023
23316,103315,Venue,Electric,Hyderabad,2023-09-18,1180189,41,2023
23317,103316,City,Petrol,Pune,2023-01-14,1318555,3,2023
23318,103317,Venue,CNG,Mumbai,2023-06-24,1344204,27,2023
23319,103318,Creta,Diesel,Mumbai,2023-02-24,614663,21,2023
23320,103319,Venue,Petrol,Pune,2023-03-07,820769,3,2023
23321,103320,i20,CNG,Delhi,2023-11-15,1535122,26,2023
23322,103321,i20,Electric,Chennai,2023-05-04,910140,24,2023
23323,103322,XUV300,Electric,Pune,2023-07-01,570032,29,2023
23324,103323,Swift,Electric,Mumbai,2023-04-23,1552883,43,2023
23325,103324,Venue,Diesel,Bangalore,2023-04-30,1188540,9,2023
23326,103325,i20,Electric,Hyderabad,2023-06-25,1154604,41,2023
23327,103326,Venue,CNG,Chennai,2023-06-07,1030441,4,2023
23328,103327,XUV300,CNG,Hyderabad,2023-12-09,1016218,41,2023
23329,103328,Swift,Electric,Bangalore,2023-08-27,734743,21,2023
23330,103329,i20,Petrol,Bangalore,2023-08-09,1745451,5,2023
23331,103330,Creta,CNG,Bangalore,2023-06-09,1004449,4,2023
23332,103331,City,Petrol,Chennai,2023-01-22,1755582,49,2023
23333,103332,Swift,Electric,Mumbai,2023-06-10,1415489,9,2023
23334,103333,Swift,CNG,Hyderabad,2023-10-21,1187526,7,2023
23335,103334,Venue,Diesel,Mumbai,2023-09-08,1261702,26,2023
23336,103335,Creta,Electric,Delhi,2023-05-04,821004,48,2023
23337,103336,Baleno,Electric,Delhi,2023-03-24,670926,5,2023
23338,103337,Creta,Petrol,Pune,2023-02-01,839935,17,2023
23339,103338,Venue,Electric,Delhi,2023-11-14,582833,37,2023
23340,103339,i20,Diesel,Delhi,2023-09-17,1534490,11,2023
23341,103340,Creta,Electric,Chennai,2023-10-11,1771651,6,2023
23342,103341,XUV300,CNG,Mumbai,2023-11-17,1577446,35,2023
23343,103342,City,CNG,Delhi,2023-06-29,613784,27,2023
23344,103343,Creta,Electric,Mumbai,2023-07-21,808141,19,2023
23345,103344,Baleno,Electric,Bangalore,2023-05-26,1155056,16,2023
23346,103345,XUV300,CNG,Pune,2023-03-31,892695,36,2023
23347,103346,Creta,CNG,Pune,2023-03-23,1105328,38,2023
23348,103347,Verna,CNG,Delhi,2023-08-03,1658415,11,2023
23349,103348,Verna,CNG,Pune,2023-07-07,1038184,3,2023
23350,103349,Creta,Diesel,Mumbai,2023-10-04,1360674,14,2023
23351,103350,XUV300,Diesel,Bangalore,2023-02-05,1191297,41,2023
23352,103351,City,Petrol,Pune,2023-05-26,1676053,33,2023
23353,103352,Baleno,Petrol,Delhi,2023-04-22,1504504,27,2023
23354,103353,XUV300,CNG,Bangalore,2023-11-25,1701440,44,2023
23355,103354,Verna,Diesel,Delhi,2023-10-27,718166,37,2023
23356,103355,Swift,Diesel,Pune,2023-05-11,1479935,27,2023
23357,103356,Verna,CNG,Bangalore,2023-08-04,1143932,43,2023
23358,103357,Baleno,Petrol,Hyderabad,2023-05-20,973288,10,2023
23359,103358,Venue,Diesel,Delhi,2023-04-30,526791,6,2023
23360,103359,Swift,Diesel,Pune,2023-01-29,686931,38,2023
23361,103360,Venue,Electric,Chennai,2023-12-08,1681233,17,2023
23362,103361,Verna,Petrol,Bangalore,2023-10-30,955909,27,2023
23363,103362,Verna,Petrol,Bangalore,2023-11-16,1583149,18,2023
23364,103363,City,Petrol,Chennai,2023-11-15,703791,10,2023
23365,103364,Swift,CNG,Delhi,2023-09-21,654692,34,2023
23366,103365,Baleno,Diesel,Mumbai,2023-02-16,1265865,39,2023
23367,103366,Swift,Electric,Mumbai,2023-04-20,1027775,39,2023
23368,103367,City,CNG,Bangalore,2023-12-20,1568238,36,2023
23369,103368,Creta,Electric,Hyderabad,2023-10-14,512524,13,2023
23370,103369,Creta,CNG,Bangalore,2023-06-27,1677133,25,2023
23371,103370,Verna,Electric,Mumbai,2023-12-20,1761435,33,2023
23372,103371,City,CNG,Bangalore,2023-07-13,712771,27,2023
23373,103372,Baleno,Petrol,Delhi,2023-10-03,827552,32,2023
23374,103373,XUV300,CNG,Mumbai,2023-12-09,1441941,20,2023
23375,103374,City,Petrol,Mumbai,2023-02-24,1463786,16,2023
23376,103375,Venue,Diesel,Bangalore,2023-08-21,720994,30,2023
23377,103376,Venue,Electric,Hyderabad,2023-12-28,914991,17,2023
23378,103377,Creta,Electric,Hyderabad,2023-06-04,781589,32,2023
23379,103378,Baleno,Petrol,Chennai,2023-04-18,1781851,29,2023
23380,103379,Swift,Electric,Pune,2023-07-28,1093039,12,2023
23381,103380,City,Electric,Bangalore,2023-11-17,1522106,24,2023
23382,103381,Venue,Diesel,Mumbai,2023-01-29,1170468,36,2023
23383,103382,i20,Electric,Pune,2023-12-11,1775702,27,2023
23384,103383,Verna,Electric,Mumbai,2023-02-28,653614,47,2023
23385,103384,Baleno,Petrol,Bangalore,2023-12-12,1694719,24,2023
23386,103385,City,CNG,Pune,2023-03-26,1083918,15,2023
23387,103386,Baleno,Diesel,Bangalore,2023-11-19,1101492,40,2023
23388,103387,Baleno,Electric,Delhi,2023-12-18,695971,27,2023
23389,103388,Creta,CNG,Pune,2023-09-26,972526,25,2023
23390,103389,Baleno,Diesel,Chennai,2023-02-26,1368701,40,2023
23391,103390,XUV300,Electric,Mumbai,2023-06-12,507225,16,2023
23392,103391,i20,CNG,Mumbai,2023-10-24,1159978,45,2023
23393,103392,City,Petrol,Bangalore,2023-09-25,1647970,42,2023
23394,103393,i20,Electric,Bangalore,2023-05-13,1770983,16,2023
23395,103394,Swift,Petrol,Pune,2023-09-01,1277331,1,2023
23396,103395,Baleno,Diesel,Chennai,2023-02-22,542311,34,2023
23397,103396,i20,Electric,Pune,2023-05-30,1044251,49,2023
23398,103397,City,Petrol,Bangalore,2023-03-04,1768408,7,2023
23399,103398,i20,Diesel,Pune,2023-08-30,1640725,17,2023
23400,103399,City,CNG,Bangalore,2023-03-04,1555696,8,2023
23401,103400,City,CNG,Delhi,2023-10-20,1068397,27,2023
23402,103401,City,Diesel,Chennai,2023-12-29,1318188,49,2023
23403,103402,Verna,Petrol,Mumbai,2023-10-17,1501893,27,2023
23404,103403,Creta,Petrol,Chennai,2023-10-13,1162590,20,2023
23405,103404,i20,Petrol,Delhi,2023-03-02,847339,27,2023
23406,103405,City,CNG,Pune,2023-05-05,676957,46,2023
23407,103406,Creta,Electric,Chennai,2023-12-29,1468255,8,2023
23408,103407,i20,Diesel,Chennai,2023-08-13,625379,7,2023
23409,103408,Swift,Electric,Chennai,2023-01-22,881024,40,2023
23410,103409,Baleno,Electric,Chennai,2023-03-08,1303220,42,2023
23411,103410,Verna,Petrol,Delhi,2023-01-29,686919,25,2023
23412,103411,City,Petrol,Hyderabad,2023-01-03,777659,48,2023
23413,103412,Baleno,Electric,Hyderabad,2023-11-14,1009425,21,2023
23414,103413,Creta,Petrol,Chennai,2023-06-26,620826,42,2023
23415,103414,City,CNG,Hyderabad,2023-03-24,594904,12,2023
23416,103415,XUV300,Electric,Bangalore,2023-01-13,563697,27,2023
23417,103416,i20,Diesel,Delhi,2023-02-18,1742997,43,2023
23418,103417,i20,Diesel,Mumbai,2023-08-07,819047,9,2023
23419,103418,Verna,Petrol,Bangalore,2023-01-25,1672371,13,2023
23420,103419,Swift,Electric,Mumbai,2023-10-09,1084212,21,2023
23421,103420,Swift,Diesel,Bangalore,2023-06-19,962195,29,2023
23422,103421,i20,Diesel,Hyderabad,2023-02-07,1152321,47,2023
23423,103422,City,Diesel,Bangalore,2023-01-28,880312,7,2023
23424,103423,Swift,Petrol,Delhi,2023-06-24,1131146,35,2023
23425,103424,Creta,CNG,Hyderabad,2023-01-24,1421952,17,2023
23426,103425,Venue,Electric,Bangalore,2023-01-31,1170647,47,2023
23427,103426,i20,Electric,Pune,2023-01-03,571229,19,2023
23428,103427,i20,Diesel,Mumbai,2023-05-11,588893,27,2023
23429,103428,Creta,CNG,Bangalore,2023-08-14,1240923,38,2023
23430,103429,Baleno,Diesel,Pune,2023-06-19,1362037,18,2023
23431,103430,Creta,Electric,Delhi,2023-09-11,999274,25,2023
23432,103431,Venue,Diesel,Bangalore,2023-11-09,1269187,43,2023
23433,103432,Venue,Petrol,Bangalore,2023-04-01,1349872,22,2023
23434,103433,i20,Diesel,Mumbai,2023-11-26,684557,9,2023
23435,103434,Venue,Diesel,Mumbai,2023-05-22,1032341,49,2023
23436,103435,Swift,Electric,Chennai,2023-04-14,1548213,1,2023
23437,103436,City,Petrol,Pune,2023-01-20,1361074,31,2023
23438,103437,i20,Electric,Pune,2023-10-10,1061803,45,2023
23439,103438,Venue,Diesel,Mumbai,2023-11-06,641968,26,2023
23440,103439,Creta,Petrol,Bangalore,2023-04-10,1311554,40,2023
23441,103440,Verna,CNG,Chennai,2023-05-16,825004,8,2023
23442,103441,i20,Diesel,Chennai,2023-05-18,1262595,32,2023
23443,103442,i20,Electric,Delhi,2023-02-23,1677395,10,2023
23444,103443,Verna,Diesel,Bangalore,2023-09-08,649750,16,2023
23445,103444,City,Petrol,Delhi,2023-10-21,887022,13,2023
23446,103445,Baleno,Diesel,Bangalore,2023-02-04,1655526,3,2023
23447,103446,Swift,Diesel,Pune,2023-09-11,675897,9,2023
23448,103447,XUV300,Petrol,Chennai,2023-01-12,755324,5,2023
23449,103448,Venue,Diesel,Bangalore,2023-02-17,803320,31,2023
23450,103449,City,CNG,Chennai,2023-05-20,760849,40,2023
23451,103450,Creta,Petrol,Bangalore,2023-11-09,1168929,33,2023
23452,103451,Swift,Electric,Bangalore,2023-02-11,1756754,26,2023
23453,103452,City,Electric,Mumbai,2023-09-30,1062514,7,2023
23454,103453,Swift,CNG,Bangalore,2023-04-28,1727801,5,2023
23455,103454,XUV300,Electric,Chennai,2023-12-08,919527,19,2023
23456,103455,City,Electric,Mumbai,2023-11-14,1205616,35,2023
23457,103456,Verna,Petrol,Pune,2023-08-14,1498375,45,2023
23458,103457,Creta,Petrol,Mumbai,2023-09-07,561007,17,2023
23459,103458,City,Petrol,Mumbai,2023-03-25,664614,41,2023
23460,103459,Swift,Petrol,Hyderabad,2023-02-24,586344,19,2023
23461,103460,Verna,Diesel,Mumbai,2023-03-23,884821,42,2023
23462,103461,Verna,Petrol,Bangalore,2023-09-19,1297166,17,2023
23463,103462,Swift,Diesel,Hyderabad,2023-02-16,1278904,30,2023
23464,103463,Venue,Diesel,Chennai,2023-09-06,1344776,6,2023
23465,103464,Verna,Petrol,Mumbai,2023-12-06,1361230,24,2023
23466,103465,Swift,Petrol,Pune,2023-02-18,579115,42,2023
23467,103466,Venue,Petrol,Mumbai,2023-06-01,1578637,7,2023
23468,103467,Venue,Electric,Delhi,2023-07-21,1075802,18,2023
23469,103468,Swift,Petrol,Mumbai,2023-12-21,1448300,31,2023
23470,103469,Verna,Electric,Hyderabad,2023-03-10,1110566,50,2023
23471,103470,XUV300,Diesel,Hyderabad,2023-10-07,754767,49,2023
23472,103471,Baleno,Diesel,Hyderabad,2023-07-08,1068298,10,2023
23473,103472,Venue,Petrol,Chennai,2023-03-30,1399795,5,2023
23474,103473,Swift,CNG,Pune,2023-09-17,953352,4,2023
23475,103474,Baleno,Diesel,Pune,2023-07-11,1061839,21,2023
23476,103475,i20,Petrol,Mumbai,2023-01-12,1699419,4,2023
23477,103476,i20,Diesel,Delhi,2023-05-27,1744099,35,2023
23478,103477,Verna,Diesel,Hyderabad,2023-05-05,1429606,1,2023
23479,103478,Swift,Electric,Hyderabad,2023-01-26,758262,32,2023
23480,103479,Creta,Electric,Bangalore,2023-12-25,1193285,30,2023
23481,103480,Baleno,Electric,Mumbai,2023-04-25,959697,37,2023
23482,103481,Verna,Electric,Pune,2023-06-18,1616334,5,2023
23483,103482,Baleno,CNG,Chennai,2023-12-20,1555263,48,2023
23484,103483,Venue,Electric,Hyderabad,2023-08-13,664407,46,2023
23485,103484,Baleno,CNG,Mumbai,2023-04-08,1289182,23,2023
23486,103485,Swift,CNG,Bangalore,2023-11-25,637430,27,2023
23487,103486,Swift,Electric,Hyderabad,2023-05-04,1051515,16,2023
23488,103487,i20,Electric,Mumbai,2023-07-06,555339,21,2023
23489,103488,XUV300,Electric,Pune,2023-07-19,1378582,42,2023
23490,103489,i20,Diesel,Chennai,2023-10-03,1764413,23,2023
23491,103490,XUV300,Diesel,Delhi,2023-10-14,864467,21,2023
23492,103491,Verna,CNG,Delhi,2023-12-10,779612,48,2023
23493,103492,Baleno,Petrol,Mumbai,2023-02-26,1679985,8,2023
23494,103493,Verna,CNG,Bangalore,2023-08-21,1767813,13,2023
23495,103494,Baleno,Electric,Hyderabad,2023-02-09,1471730,2,2023
23496,103495,Baleno,Petrol,Chennai,2023-12-31,1127727,37,2023
23497,103496,Verna,CNG,Bangalore,2023-04-19,1717906,47,2023
23498,103497,City,Electric,Bangalore,2023-12-20,592478,22,2023
23499,103498,Creta,CNG,Chennai,2023-05-17,1514563,47,2023
23500,103499,Swift,Petrol,Mumbai,2023-05-29,1309490,23,2023
23501,103500,i20,Diesel,Pune,2023-06-12,593386,11,2023
23502,103501,Baleno,Petrol,Mumbai,2023-12-03,1126310,15,2023
23503,103502,Creta,Electric,Bangalore,2023-07-31,1747360,8,2023
23504,103503,City,Electric,Delhi,2023-07-04,1679045,40,2023
23505,103504,i20,Electric,Pune,2023-11-04,641609,10,2023
23506,103505,Swift,CNG,Bangalore,2023-05-18,1222486,29,2023
23507,103506,Venue,Electric,Chennai,2023-06-10,966645,21,2023
23508,103507,Baleno,Electric,Hyderabad,2023-11-09,1465515,15,2023
23509,103508,i20,CNG,Hyderabad,2023-09-28,653609,38,2023
23510,103509,City,Electric,Pune,2023-12-25,1198188,38,2023
23511,103510,i20,Electric,Bangalore,2023-12-06,540685,33,2023
23512,103511,Verna,Diesel,Bangalore,2023-11-20,1286508,36,2023
23513,103512,Creta,Petrol,Mumbai,2023-11-12,521995,21,2023
23514,103513,Baleno,CNG,Chennai,2023-10-26,1289825,13,2023
23515,103514,City,Electric,Delhi,2023-11-14,677766,18,2023
23516,103515,XUV300,Diesel,Hyderabad,2023-02-10,1393597,5,2023
23517,103516,XUV300,Petrol,Delhi,2023-01-15,1538799,31,2023
23518,103517,Swift,Diesel,Mumbai,2023-10-04,939394,15,2023
23519,103518,Baleno,Diesel,Chennai,2023-05-15,1183782,33,2023
23520,103519,Swift,Petrol,Bangalore,2023-03-23,702517,23,2023
23521,103520,Verna,Petrol,Pune,2023-11-14,1691612,29,2023
23522,103521,i20,Electric,Chennai,2023-11-15,1141881,22,2023
23523,103522,City,CNG,Mumbai,2023-07-05,1162417,41,2023
23524,103523,Venue,Diesel,Bangalore,2023-11-02,1118699,50,2023
23525,103524,i20,Petrol,Delhi,2023-12-09,1277807,34,2023
23526,103525,i20,Electric,Hyderabad,2023-06-25,1307568,16,2023
23527,103526,Swift,Electric,Delhi,2023-04-02,1448428,49,2023
23528,103527,Verna,Electric,Mumbai,2023-01-21,903107,41,2023
23529,103528,XUV300,CNG,Hyderabad,2023-11-15,1585944,36,2023
23530,103529,XUV300,Diesel,Hyderabad,2023-12-22,669701,31,2023
23531,103530,Creta,Electric,Chennai,2023-12-13,1060772,11,2023
23532,103531,Swift,Petrol,Hyderabad,2023-01-04,1101986,49,2023
23533,103532,Verna,CNG,Hyderabad,2023-11-24,1694239,9,2023
23534,103533,Venue,Electric,Hyderabad,2023-08-06,1390819,40,2023
23535,103534,Venue,Electric,Delhi,2023-07-05,986503,27,2023
23536,103535,Venue,CNG,Bangalore,2023-11-18,506317,24,2023
23537,103536,i20,CNG,Chennai,2023-09-16,1176655,49,2023
23538,103537,Verna,Electric,Mumbai,2023-11-14,1635108,19,2023
23539,103538,Creta,Electric,Mumbai,2023-12-15,541296,27,2023
23540,103539,Venue,CNG,Bangalore,2023-01-21,1432758,3,2023
23541,103540,Creta,Diesel,Mumbai,2023-06-28,1787816,3,2023
23542,103541,i20,Petrol,Delhi,2023-01-10,744277,20,2023
23543,103542,XUV300,Petrol,Chennai,2023-12-05,938334,39,2023
23544,103543,XUV300,Diesel,Hyderabad,2023-08-12,724478,28,2023
23545,103544,XUV300,Diesel,Bangalore,2023-12-03,1043214,19,2023
23546,103545,Venue,CNG,Mumbai,2023-10-20,884283,50,2023
23547,103546,Swift,CNG,Delhi,2023-05-13,856687,13,2023
23548,103547,Baleno,Diesel,Hyderabad,2023-09-24,1474834,29,2023
23549,103548,City,CNG,Mumbai,2023-09-04,1366668,20,2023
23550,103549,Baleno,Electric,Pune,2023-06-04,1491252,16,2023
23551,103550,i20,Electric,Chennai,2023-06-19,1099302,33,2023
23552,103551,i20,Petrol,Bangalore,2023-12-25,1191271,23,2023
23553,103552,XUV300,Diesel,Mumbai,2023-05-17,770661,28,2023
23554,103553,Verna,Petrol,Bangalore,2023-08-01,828615,9,2023
23555,103554,i20,Electric,Mumbai,2023-06-25,1153454,19,2023
23556,103555,i20,CNG,Hyderabad,2023-10-18,968918,9,2023
23557,103556,City,Electric,Chennai,2023-03-25,631747,21,2023
23558,103557,City,CNG,Pune,2023-05-31,613999,25,2023
23559,103558,Baleno,CNG,Pune,2023-02-25,1192260,6,2023
23560,103559,Venue,Petrol,Chennai,2023-09-18,1060278,14,2023
23561,103560,Verna,Electric,Bangalore,2023-11-24,1643283,26,2023
23562,103561,Creta,CNG,Chennai,2023-12-12,1595395,28,2023
23563,103562,Verna,CNG,Mumbai,2023-09-03,1494615,30,2023
23564,103563,Swift,CNG,Hyderabad,2023-03-18,883787,36,2023
23565,103564,Swift,Electric,Delhi,2023-06-06,700057,14,2023
23566,103565,Creta,Petrol,Bangalore,2023-01-13,997558,13,2023
