Sale ID,Customer ID,CarModel,FuelType,City,SaleDate,Price,SalesPersonID,abc
42970,102969,Swift,CNG,Delhi,3/7/2025,819546,38,
42971,102970,Venue,Petrol,Pune,7/4/2025,1693356,50,
42972,102971,Verna,Petrol,Pune,10/31/2025,1462469,38,
42973,102972,XUV300,Electric,Mumbai,9/19/2025,1687503,41,
42974,102973,Venue,Diesel,Mumbai,3/5/2025,1490069,14,
42975,102974,Baleno,CNG,Delhi,9/10/2025,1633067,15,
42976,102975,Verna,Diesel,Delhi,10/31/2025,730644,50,
42977,102976,Verna,Diesel,Delhi,1/26/2025,1109413,24,
42978,102977,XUV300,Diesel,Bangalore,2/7/2025,858336,9,
42979,102978,Verna,Diesel,Pune,1/3/2025,792124,44,
42980,102979,i20,Petrol,Pune,10/6/2025,636419,39,
42981,102980,XUV300,Diesel,Mumbai,9/9/2025,529066,50,
42982,102981,Creta,CNG,Chennai,9/28/2025,1296063,47,
42983,102982,Creta,Petrol,Delhi,11/2/2025,875217,46,
42984,102983,Venue,Diesel,Hyderabad,7/29/2025,1325096,37,
42985,102984,Swift,Diesel,Delhi,9/14/2025,1261891,1,
42986,102985,Creta,Petrol,Hyderabad,2/18/2025,1583488,25,
42987,102986,Verna,Electric,Pune,5/3/2025,1479880,14,
42988,102987,Verna,CNG,Hyderabad,5/11/2025,1455221,4,
42989,102988,Venue,Petrol,Mumbai,9/19/2025,1020605,11,
42990,102989,i20,Diesel,Hyderabad,4/15/2025,1434394,49,
42991,102990,Verna,Electric,Pune,10/13/2025,854024,33,
42992,102991,Swift,CNG,Bangalore,2/23/2025,893652,48,
42993,102992,Creta,CNG,Delhi,7/13/2025,1320316,47,
42994,102993,Creta,Petrol,Mumbai,6/12/2025,1576578,28,
42995,102994,Baleno,Electric,Mumbai,2/23/2025,954906,46,
42996,102995,i20,Diesel,Chennai,4/7/2025,1793863,31,
42997,102996,Swift,Petrol,Delhi,11/9/2025,885526,34,
42998,102997,City,CNG,Mumbai,2/10/2025,1796015,21,
42999,102998,i20,Petrol,Bangalore,5/6/2025,655772,50,
43000,102999,City,Electric,Bangalore,10/2/2025,922364,7,
43001,103000,Creta,Diesel,Mumbai,5/23/2025,531466,37,
43002,103001,Swift,Electric,Chennai,7/29/2025,1576634,1,
43003,103002,City,Petrol,Bangalore,3/26/2025,736812,1,
43004,103003,Swift,CNG,Chennai,11/25/2025,599298,2,
43005,103004,City,Diesel,Bangalore,7/20/2025,620604,17,
43006,103005,Baleno,Electric,Pune,8/25/2025,640178,29,
43007,103006,City,Petrol,Delhi,8/10/2025,983156,39,
43008,103007,Verna,Electric,Hyderabad,8/6/2025,633947,40,
43009,103008,Swift,CNG,Chennai,12/11/2025,743144,11,
43010,103009,City,Electric,Delhi,9/12/2025,1379749,44,
43011,103010,i20,CNG,Mumbai,12/17/2025,555328,48,
43012,103011,City,Electric,Delhi,3/1/2025,1306556,2,
43013,103012,XUV300,Petrol,Chennai,3/28/2025,1183737,31,
43014,103013,Creta,CNG,Bangalore,11/12/2025,1778201,36,
43015,103014,Verna,CNG,Pune,9/5/2025,507415,8,
43016,103015,Creta,Petrol,Pune,5/14/2025,735729,5,
43017,103016,Verna,Petrol,Hyderabad,8/20/2025,1518024,29,
43018,103017,Swift,Petrol,Bangalore,9/26/2025,1401047,1,
43019,103018,Swift,CNG,Bangalore,2/17/2025,758208,4,
43020,103019,i20,Diesel,Bangalore,7/2/2025,836460,33,
43021,103020,XUV300,CNG,Pune,3/26/2025,570440,22,
43022,103021,Swift,CNG,Delhi,4/29/2025,761429,24,
43023,103022,Verna,Petrol,Delhi,1/2/2025,541455,11,
43024,103023,Verna,Electric,Mumbai,12/21/2025,1053669,20,
43025,103024,Creta,CNG,Bangalore,1/12/2025,915354,43,
43026,103025,Creta,Electric,Mumbai,2/10/2025,1127321,29,
43027,103026,Venue,CNG,Hyderabad,12/8/2025,1276183,43,
43028,103027,Venue,Petrol,Bangalore,9/8/2025,1642889,45,
43029,103028,Swift,Electric,Pune,3/20/2025,1234023,11,
43030,103029,City,Petrol,Bangalore,10/11/2025,509975,6,
43031,103030,Baleno,CNG,Delhi,7/27/2025,1734017,38,
43032,103031,Venue,Petrol,Chennai,9/23/2025,809407,48,
43033,103032,Creta,Electric,Mumbai,9/17/2025,1678331,28,
43034,103033,Swift,Petrol,Bangalore,3/29/2025,1610432,3,
43035,103034,Baleno,Petrol,Mumbai,10/22/2025,1660148,15,
43036,103035,Verna,CNG,Pune,10/12/2025,1687232,41,
43037,103036,XUV300,Diesel,Mumbai,6/14/2025,1686508,24,
43038,103037,Verna,Electric,Delhi,10/13/2025,1374963,24,
43039,103038,Venue,Petrol,Mumbai,9/16/2025,1620772,27,
43040,103039,City,Petrol,Bangalore,7/23/2025,789302,5,
43041,103040,Baleno,Diesel,Pune,5/15/2025,1355860,13,
43042,103041,Venue,Petrol,Hyderabad,6/14/2025,1453947,18,
43043,103042,Swift,Electric,Chennai,11/20/2025,1227863,28,
43044,103043,Swift,Petrol,Hyderabad,11/25/2025,1653333,22,
43045,103044,Swift,Petrol,Pune,2/12/2025,868590,31,
43046,103045,Baleno,Diesel,Mumbai,6/9/2025,974438,9,
43047,103046,Verna,Petrol,Chennai,7/15/2025,520051,48,
43048,103047,City,CNG,Hyderabad,12/10/2025,1707394,29,
43049,103048,Baleno,Diesel,Hyderabad,11/5/2025,1329682,2,
43050,103049,Baleno,Petrol,Chennai,5/2/2025,1281416,39,
43051,103050,Swift,Electric,Mumbai,7/18/2025,600621,34,
43052,103051,i20,CNG,Pune,8/16/2025,1340047,43,
43053,103052,City,Diesel,Hyderabad,2/11/2025,735701,5,
43054,103053,Baleno,CNG,Pune,3/23/2025,1440885,41,
43055,103054,i20,Petrol,Chennai,3/12/2025,1731663,26,
43056,103055,City,Electric,Bangalore,6/30/2025,1162666,11,
43057,103056,Creta,Electric,Mumbai,2/7/2025,1752648,2,
43058,103057,Verna,Electric,Hyderabad,4/24/2025,915237,30,
43059,103058,Swift,CNG,Bangalore,3/30/2025,1200499,18,
43060,103059,Creta,Electric,Chennai,1/24/2025,543399,1,
43061,103060,Swift,Petrol,Hyderabad,9/12/2025,643985,23,
43062,103061,i20,CNG,Pune,11/29/2025,1043004,33,
43063,103062,i20,Diesel,Chennai,7/8/2025,677977,27,
43064,103063,Creta,Electric,Delhi,1/22/2025,1773225,11,
43065,103064,Venue,Electric,Bangalore,4/20/2025,1324787,45,
43066,103065,Baleno,Petrol,Pune,11/6/2025,872212,41,
43067,103066,Verna,Diesel,Pune,2/4/2025,1397159,35,
43068,103067,Venue,CNG,Mumbai,8/18/2025,947336,47,
43069,103068,Swift,CNG,Delhi,4/16/2025,975078,14,
43070,103069,XUV300,Petrol,Bangalore,12/14/2025,646459,11,
43071,103070,Verna,Petrol,Delhi,11/2/2025,1643094,25,
43072,103071,Venue,Petrol,Hyderabad,3/31/2025,846497,15,
43073,103072,Baleno,CNG,Mumbai,6/24/2025,693294,38,
43074,103073,Swift,Petrol,Pune,12/22/2025,929838,31,
43075,103074,i20,CNG,Hyderabad,12/28/2025,1297575,41,
43076,103075,Verna,Diesel,Delhi,7/18/2025,735387,16,
43077,103076,Verna,Diesel,Mumbai,4/18/2025,821101,8,
43078,103077,XUV300,Electric,Delhi,7/4/2025,1463058,45,
43079,103078,Swift,CNG,Chennai,10/16/2025,1728418,11,
43080,103079,Verna,Petrol,Chennai,2/20/2025,776248,41,
43081,103080,City,Electric,Mumbai,9/22/2025,882645,44,
43082,103081,Creta,Petrol,Chennai,6/21/2025,1463491,4,
43083,103082,Creta,Electric,Chennai,11/21/2025,1337309,24,
43084,103083,XUV300,CNG,Pune,4/3/2025,1506664,30,
43085,103084,Verna,CNG,Chennai,4/17/2025,1064230,5,
43086,103085,Venue,Petrol,Hyderabad,4/10/2025,1364914,44,
43087,103086,Baleno,Petrol,Delhi,12/12/2025,1582429,24,
43088,103087,Swift,Diesel,Delhi,7/16/2025,1121856,29,
43089,103088,Creta,Electric,Bangalore,9/16/2025,1147933,25,
43090,103089,i20,CNG,Delhi,3/3/2025,1048260,34,
43091,103090,Verna,CNG,Bangalore,12/30/2025,1659040,23,
43092,103091,City,Diesel,Chennai,3/29/2025,701842,27,
43093,103092,Swift,Electric,Chennai,3/29/2025,1170645,42,
43094,103093,Baleno,Petrol,Mumbai,4/11/2025,740283,41,
43095,103094,Baleno,Petrol,Bangalore,9/15/2025,1142649,23,
43096,103095,Verna,Electric,Delhi,11/24/2025,1422947,11,
43097,103096,Swift,Electric,Chennai,10/27/2025,627337,34,
43098,103097,Verna,Electric,Bangalore,5/27/2025,1146031,37,
43099,103098,Verna,Electric,Delhi,5/19/2025,1594572,48,
43100,103099,Baleno,CNG,Mumbai,9/1/2025,1098207,5,
43101,103100,Creta,Diesel,Bangalore,7/18/2025,894259,25,
43102,103101,XUV300,Electric,Hyderabad,3/18/2025,993851,19,
43103,103102,City,CNG,Bangalore,10/15/2025,1689712,4,
43104,103103,City,Petrol,Chennai,1/9/2025,1641486,27,
43105,103104,XUV300,Electric,Pune,11/13/2025,1310862,47,
43106,103105,Creta,Petrol,Mumbai,8/14/2025,1475426,10,
43107,103106,Creta,Petrol,Hyderabad,12/1/2025,1452223,8,
43108,103107,City,Electric,Pune,3/12/2025,1600463,25,
43109,103108,Baleno,Diesel,Mumbai,4/2/2025,1261132,45,
43110,103109,Creta,CNG,Delhi,10/16/2025,689474,13,
43111,103110,Verna,Petrol,Chennai,8/30/2025,1360641,44,
43112,103111,Verna,Petrol,Mumbai,5/31/2025,869435,11,
43113,103112,Baleno,Electric,Hyderabad,4/5/2025,1142565,31,
43114,103113,Verna,Electric,Chennai,10/15/2025,1745654,21,
43115,103114,XUV300,CNG,Bangalore,10/28/2025,1572877,24,
43116,103115,Verna,Petrol,Chennai,10/18/2025,727346,48,
43117,103116,Swift,CNG,Hyderabad,3/20/2025,974448,14,
43118,103117,City,Petrol,Delhi,7/9/2025,552976,11,
43119,103118,XUV300,CNG,Delhi,4/21/2025,562799,20,
43120,103119,Verna,CNG,Pune,8/16/2025,615142,42,
43121,103120,XUV300,Diesel,Mumbai,4/28/2025,681312,42,
43122,103121,XUV300,Petrol,Hyderabad,8/7/2025,1091316,36,
43123,103122,Swift,Petrol,Pune,3/2/2025,734172,47,
43124,103123,Swift,Electric,Bangalore,8/2/2025,569626,23,
43125,103124,City,Diesel,Delhi,10/4/2025,1423049,42,
43126,103125,Baleno,Petrol,Chennai,1/9/2025,1622087,26,
43127,103126,XUV300,CNG,Mumbai,10/31/2025,1613694,8,
43128,103127,Verna,Petrol,Chennai,12/30/2025,1494038,25,
43129,103128,Baleno,Electric,Hyderabad,2/9/2025,1203467,30,
43130,103129,Venue,Diesel,Pune,11/21/2025,1247253,29,
43131,103130,Verna,CNG,Hyderabad,5/4/2025,669202,20,
43132,103131,Baleno,CNG,Delhi,9/20/2025,1077452,37,
43133,103132,Creta,Petrol,Delhi,12/23/2025,1007574,42,
43134,103133,Baleno,Petrol,Delhi,5/16/2025,1164746,9,
43135,103134,Venue,Diesel,Delhi,11/3/2025,1578209,39,
43136,103135,City,CNG,Delhi,10/22/2025,1497015,21,
43137,103136,XUV300,Electric,Delhi,3/9/2025,1576103,24,
43138,103137,Creta,Diesel,Mumbai,11/9/2025,1362801,50,
43139,103138,Creta,Electric,Pune,12/31/2025,1709735,29,
43140,103139,Venue,Petrol,Mumbai,8/28/2025,1477860,9,
43141,103140,i20,Petrol,Pune,5/1/2025,1572956,7,
43142,103141,Creta,Diesel,Chennai,5/31/2025,1095044,41,
43143,103142,Swift,Electric,Chennai,9/29/2025,766294,29,
43144,103143,XUV300,Petrol,Chennai,9/13/2025,1789249,43,
43145,103144,XUV300,Electric,Hyderabad,11/4/2025,579393,31,
43146,103145,Swift,Diesel,Hyderabad,4/24/2025,1749412,6,
43147,103146,Venue,Electric,Pune,9/19/2025,784724,1,
43148,103147,Creta,Diesel,Hyderabad,2/2/2025,1030375,35,
43149,103148,Creta,Petrol,Chennai,10/7/2025,513528,41,
43150,103149,Venue,Diesel,Hyderabad,7/27/2025,1632567,47,
43151,103150,Creta,Electric,Delhi,10/11/2025,1559057,39,
43152,103151,Swift,Petrol,Delhi,5/4/2025,825768,37,
43153,103152,i20,Petrol,Delhi,9/12/2025,732552,31,
43154,103153,i20,Petrol,Chennai,7/21/2025,685812,17,
43155,103154,Verna,CNG,Delhi,10/30/2025,740460,12,
43156,103155,Creta,Diesel,Pune,7/12/2025,594967,3,
43157,103156,Venue,CNG,Pune,12/24/2025,1404846,2,
43158,103157,XUV300,Electric,Delhi,12/10/2025,747135,33,
43159,103158,City,Petrol,Chennai,1/23/2025,1778919,30,
43160,103159,XUV300,Electric,Bangalore,11/30/2025,1345472,39,
43161,103160,Swift,Electric,Hyderabad,4/26/2025,968080,4,
43162,103161,Verna,Electric,Delhi,8/28/2025,875063,18,
43163,103162,Verna,Petrol,Bangalore,7/30/2025,1154267,25,
43164,103163,Verna,Electric,Chennai,3/4/2025,1697495,39,
43165,103164,XUV300,Petrol,Chennai,3/5/2025,1094578,3,
43166,103165,Baleno,Electric,Hyderabad,12/28/2025,1056220,30,
43167,103166,XUV300,Petrol,Mumbai,9/5/2025,957641,33,
43168,103167,Creta,CNG,Mumbai,4/8/2025,505937,40,
43169,103168,XUV300,CNG,Mumbai,4/14/2025,1476522,33,
43170,103169,XUV300,Petrol,Pune,12/6/2025,1259849,48,
43171,103170,i20,Petrol,Chennai,8/22/2025,804039,31,
43172,103171,Verna,Electric,Chennai,7/13/2025,1594091,15,
43173,103172,City,Electric,Delhi,3/20/2025,990394,34,
43174,103173,i20,CNG,Bangalore,1/15/2025,1631584,41,
43175,103174,Baleno,Diesel,Hyderabad,6/21/2025,833923,4,
43176,103175,i20,Electric,Chennai,2/11/2025,514707,23,
43177,103176,City,Diesel,Mumbai,8/7/2025,1215132,14,
43178,103177,Venue,Petrol,Pune,2/13/2025,1198174,48,
43179,103178,City,Diesel,Delhi,1/26/2025,1777918,38,
43180,103179,Verna,Petrol,Mumbai,7/26/2025,1461182,31,
43181,103180,Venue,Petrol,Mumbai,1/18/2025,1704128,6,
43182,103181,Swift,Electric,Hyderabad,9/13/2025,1170638,24,
43183,103182,Baleno,Diesel,Pune,2/13/2025,1542828,12,
43184,103183,City,Diesel,Mumbai,12/30/2025,1025591,2,
43185,103184,i20,Petrol,Hyderabad,6/12/2025,730310,1,
43186,103185,Baleno,Diesel,Bangalore,12/26/2025,1494051,22,
43187,103186,XUV300,Diesel,Delhi,6/17/2025,517527,23,
43188,103187,City,Electric,Pune,7/10/2025,1447706,25,
43189,103188,Venue,Petrol,Delhi,2/25/2025,1504031,10,
43190,103189,City,CNG,Bangalore,8/23/2025,629824,38,
43191,103190,City,Electric,Delhi,6/23/2025,1551110,38,
43192,103191,i20,Petrol,Pune,4/12/2025,1441675,15,
43193,103192,Swift,Petrol,Chennai,2/23/2025,1141265,46,
43194,103193,Venue,Electric,Bangalore,1/22/2025,981125,50,
43195,103194,City,Diesel,Pune,3/21/2025,1090813,49,
43196,103195,Swift,Electric,Mumbai,9/25/2025,1559959,37,
43197,103196,City,Electric,Hyderabad,2/25/2025,1549055,33,
43198,103197,Venue,CNG,Hyderabad,8/8/2025,808843,45,
43199,103198,i20,CNG,Delhi,6/10/2025,1728340,48,
43200,103199,City,Petrol,Pune,4/12/2025,734156,24,
43201,103200,Venue,Petrol,Bangalore,3/21/2025,1667621,23,
43202,103201,Venue,Diesel,Delhi,11/10/2025,534212,46,
43203,103202,Baleno,Diesel,Chennai,4/9/2025,1237023,50,
43204,103203,Verna,CNG,Mumbai,2/25/2025,554548,2,
43205,103204,Swift,Electric,Delhi,12/28/2025,736876,11,
43206,103205,Baleno,Diesel,Delhi,5/29/2025,1240555,28,
43207,103206,Venue,Electric,Chennai,4/17/2025,1113669,30,
43208,103207,Venue,Petrol,Delhi,12/26/2025,1768864,9,
43209,103208,Creta,Electric,Mumbai,3/3/2025,1597480,48,
43210,103209,XUV300,Electric,Bangalore,1/11/2025,1649154,39,
43211,103210,Baleno,Petrol,Hyderabad,6/27/2025,621544,18,
43212,103211,City,Petrol,Bangalore,3/21/2025,917036,40,
43213,103212,Verna,CNG,Mumbai,7/2/2025,1248132,30,
43214,103213,Swift,Petrol,Mumbai,8/27/2025,1402342,16,
43215,103214,Venue,Electric,Bangalore,12/3/2025,1407231,19,
43216,103215,Creta,CNG,Pune,12/7/2025,630885,30,
43217,103216,Swift,Diesel,Chennai,10/11/2025,541964,28,
43218,103217,Venue,Electric,Hyderabad,4/7/2025,1302837,38,
43219,103218,i20,Petrol,Pune,10/20/2025,1575872,22,
43220,103219,Venue,Electric,Delhi,3/2/2025,765266,31,
43221,103220,Verna,CNG,Chennai,9/10/2025,1641592,22,
43222,103221,Verna,Diesel,Hyderabad,3/5/2025,1043851,10,
43223,103222,Baleno,Petrol,Mumbai,2/3/2025,1608685,31,
43224,103223,Venue,CNG,Pune,5/5/2025,517798,5,
43225,103224,Baleno,Electric,Pune,1/2/2025,1494784,46,
43226,103225,XUV300,Electric,Mumbai,2/14/2025,1717644,19,
43227,103226,i20,CNG,Pune,8/5/2025,559831,21,
43228,103227,XUV300,Electric,Delhi,11/8/2025,743777,21,
43229,103228,Swift,Electric,Pune,5/5/2025,1376233,35,
43230,103229,Creta,Petrol,Hyderabad,3/27/2025,753833,35,
43231,103230,Venue,Electric,Delhi,2/15/2025,1181756,44,
43232,103231,Venue,Diesel,Chennai,4/27/2025,1369403,7,
43233,103232,Verna,Electric,Mumbai,4/8/2025,1184914,43,
43234,103233,Creta,Electric,Mumbai,3/19/2025,727274,16,
43235,103234,i20,Electric,Hyderabad,3/31/2025,1245308,11,
43236,103235,Swift,Petrol,Pune,10/31/2025,1462769,41,
43237,103236,Verna,CNG,Chennai,5/13/2025,1443064,45,
43238,103237,Creta,Diesel,Chennai,11/26/2025,1185991,47,
43239,103238,Venue,Petrol,Chennai,4/4/2025,1549498,32,
43240,103239,XUV300,Petrol,Pune,5/14/2025,752352,48,
43241,103240,Baleno,Electric,Mumbai,9/20/2025,1770373,13,
43242,103241,Verna,Electric,Hyderabad,6/27/2025,1066689,11,
43243,103242,XUV300,CNG,Mumbai,2/18/2025,997948,23,
43244,103243,Venue,Diesel,Bangalore,12/29/2025,1400917,29,
43245,103244,i20,Petrol,Chennai,10/26/2025,1749140,12,
43246,103245,Baleno,Diesel,Delhi,2/19/2025,707480,30,
43247,103246,City,Petrol,Mumbai,9/17/2025,746619,23,
43248,103247,Venue,CNG,Mumbai,4/7/2025,1650819,26,
43249,103248,Verna,CNG,Bangalore,3/5/2025,951276,50,
43250,103249,XUV300,CNG,Pune,7/1/2025,745318,31,
43251,103250,Baleno,CNG,Chennai,4/2/2025,689307,9,
43252,103251,Verna,Diesel,Pune,10/23/2025,889874,34,
43253,103252,Creta,Petrol,Chennai,9/6/2025,836787,29,
43254,103253,City,Diesel,Hyderabad,8/6/2025,904337,23,
43255,103254,XUV300,Diesel,Delhi,12/4/2025,1509789,14,
43256,103255,Verna,CNG,Pune,6/19/2025,524484,12,
43257,103256,Creta,Electric,Chennai,10/15/2025,806344,30,
43258,103257,i20,CNG,Mumbai,5/15/2025,1475868,43,
43259,103258,Creta,Diesel,Chennai,5/11/2025,857399,21,
43260,103259,Baleno,Petrol,Delhi,12/14/2025,501356,36,
43261,103260,Venue,Petrol,Delhi,4/18/2025,1535375,6,
43262,103261,City,Electric,Bangalore,9/7/2025,956240,4,
43263,103262,i20,Petrol,Delhi,6/5/2025,1062714,48,
43264,103263,Verna,CNG,Pune,9/9/2025,1599522,35,
43265,103264,Verna,CNG,Chennai,5/28/2025,1452105,41,
43266,103265,i20,Petrol,Bangalore,5/4/2025,1799216,47,
43267,103266,City,Petrol,Chennai,12/25/2025,923453,2,
43268,103267,Baleno,Diesel,Mumbai,5/8/2025,963213,38,
43269,103268,Venue,Petrol,Mumbai,3/26/2025,1092231,14,
43270,103269,Swift,Petrol,Delhi,7/24/2025,949822,42,
43271,103270,Swift,Electric,Bangalore,11/20/2025,839877,1,
43272,103271,Verna,Petrol,Delhi,9/23/2025,1161432,32,
43273,103272,Venue,CNG,Pune,9/27/2025,1206468,7,
43274,103273,City,Electric,Chennai,4/25/2025,1447516,14,
43275,103274,Creta,Diesel,Bangalore,2/15/2025,811313,44,
43276,103275,i20,Diesel,Chennai,11/7/2025,1529635,50,
43277,103276,Swift,CNG,Delhi,4/12/2025,958148,27,
43278,103277,XUV300,CNG,Bangalore,2/14/2025,1440604,46,
43279,103278,Creta,Petrol,Chennai,2/24/2025,797354,50,
43280,103279,Verna,CNG,Pune,12/19/2025,1513938,34,
43281,103280,Venue,Electric,Mumbai,6/25/2025,1061092,30,
43282,103281,Baleno,CNG,Pune,8/6/2025,977200,6,
43283,103282,Baleno,Electric,Mumbai,7/4/2025,1778357,36,
43284,103283,Venue,Electric,Pune,3/8/2025,1102488,38,
43285,103284,Venue,Electric,Pune,1/21/2025,1458212,3,
43286,103285,XUV300,Electric,Delhi,12/7/2025,1532553,27,
43287,103286,Verna,Petrol,Mumbai,7/4/2025,1774452,32,
43288,103287,Creta,Diesel,Pune,6/1/2025,1795284,16,
43289,103288,Swift,Electric,Chennai,11/2/2025,1570430,39,
43290,103289,Venue,Petrol,Mumbai,10/29/2025,1591150,46,
43291,103290,Verna,CNG,Chennai,6/28/2025,707872,45,
43292,103291,Venue,Diesel,Mumbai,5/28/2025,1376106,1,
43293,103292,Swift,Diesel,Pune,5/13/2025,854575,8,
43294,103293,XUV300,CNG,Bangalore,7/27/2025,1070338,8,
43295,103294,Venue,Diesel,Bangalore,3/22/2025,1795009,41,
43296,103295,City,Diesel,Delhi,1/7/2025,1480523,3,
43297,103296,Swift,CNG,Delhi,12/29/2025,807181,11,
43298,103297,Swift,Petrol,Chennai,1/26/2025,1102439,29,
43299,103298,Verna,Electric,Chennai,2/16/2025,898999,13,
43300,103299,i20,Diesel,Chennai,12/2/2025,1369632,30,
43301,103300,XUV300,CNG,Bangalore,5/28/2025,732977,23,
43302,103301,i20,Electric,Bangalore,9/17/2025,1336032,26,
43303,103302,Venue,Electric,Chennai,2/9/2025,1293884,47,
43304,103303,Creta,CNG,Pune,4/7/2025,746860,2,
43305,103304,Swift,Diesel,Mumbai,4/30/2025,1729038,36,
43306,103305,Baleno,CNG,Bangalore,6/25/2025,772678,45,
43307,103306,Baleno,Petrol,Delhi,11/25/2025,782212,37,
43308,103307,City,CNG,Bangalore,8/8/2025,692360,30,
43309,103308,XUV300,Diesel,Pune,1/11/2025,1525358,28,
43310,103309,i20,Diesel,Mumbai,5/20/2025,506450,39,
43311,103310,i20,Petrol,Hyderabad,10/5/2025,711630,38,
43312,103311,Venue,CNG,Hyderabad,11/11/2025,845932,50,
43313,103312,City,CNG,Mumbai,2/17/2025,1632164,10,
43314,103313,i20,CNG,Delhi,12/6/2025,1011300,2,
43315,103314,Verna,Petrol,Hyderabad,3/30/2025,1355625,13,
43316,103315,Baleno,Diesel,Delhi,9/27/2025,1431178,17,
43317,103316,i20,Petrol,Mumbai,1/15/2025,1504796,8,
43318,103317,Venue,CNG,Bangalore,5/12/2025,838004,10,
43319,103318,Venue,Electric,Mumbai,4/19/2025,679324,12,
43320,103319,XUV300,Diesel,Pune,7/3/2025,1350143,46,
43321,103320,Creta,Petrol,Delhi,10/27/2025,501645,23,
43322,103321,City,Petrol,Mumbai,5/6/2025,1228141,14,
43323,103322,XUV300,Diesel,Mumbai,10/5/2025,1651415,31,
43324,103323,Venue,Electric,Pune,6/21/2025,640652,41,
43325,103324,i20,Petrol,Bangalore,7/1/2025,1038879,47,
43326,103325,Creta,CNG,Chennai,1/18/2025,1461996,27,
43327,103326,i20,Diesel,Pune,5/21/2025,1682703,35,
43328,103327,Creta,Diesel,Pune,6/7/2025,1300317,5,
43329,103328,Venue,CNG,Bangalore,5/31/2025,1084804,12,
43330,103329,XUV300,Electric,Bangalore,6/5/2025,1295442,2,
43331,103330,Creta,Diesel,Delhi,11/4/2025,1438419,3,
43332,103331,Verna,Diesel,Pune,2/24/2025,1407259,24,
43333,103332,Verna,Diesel,Hyderabad,2/20/2025,1236123,29,
43334,103333,Swift,Electric,Hyderabad,10/3/2025,1777493,48,
43335,103334,i20,Petrol,Bangalore,1/26/2025,935567,12,
43336,103335,Creta,Electric,Chennai,5/7/2025,1723909,27,
43337,103336,Swift,Petrol,Mumbai,8/24/2025,1279037,30,
43338,103337,City,Electric,Hyderabad,3/23/2025,812389,28,
43339,103338,Baleno,CNG,Delhi,6/25/2025,834202,27,
43340,103339,Creta,CNG,Chennai,8/12/2025,1513837,38,
43341,103340,i20,Electric,Hyderabad,2/9/2025,1302914,20,
43342,103341,Baleno,Diesel,Chennai,9/29/2025,1075775,49,
43343,103342,i20,Petrol,Hyderabad,12/29/2025,1099227,27,
43344,103343,i20,Diesel,Hyderabad,7/23/2025,1279873,26,
43345,103344,i20,Electric,Mumbai,4/15/2025,1133558,8,
43346,103345,Venue,Petrol,Mumbai,1/18/2025,1229464,15,
43347,103346,Swift,Diesel,Delhi,9/20/2025,922850,19,
43348,103347,City,CNG,Mumbai,7/16/2025,544507,18,
43349,103348,Swift,CNG,Hyderabad,10/12/2025,1398984,44,
43350,103349,Venue,CNG,Chennai,3/24/2025,1458324,27,
43351,103350,City,Diesel,Mumbai,11/11/2025,710145,13,
43352,103351,XUV300,Petrol,Mumbai,2/28/2025,718803,41,
43353,103352,XUV300,Petrol,Mumbai,12/21/2025,958783,24,
43354,103353,Creta,Diesel,Bangalore,3/5/2025,1774381,15,
43355,103354,Verna,Petrol,Mumbai,9/8/2025,1799147,50,
43356,103355,Verna,CNG,Chennai,9/21/2025,1287791,31,
43357,103356,Creta,Electric,Chennai,7/21/2025,1619174,46,
43358,103357,XUV300,Electric,Hyderabad,8/16/2025,548415,37,
43359,103358,Creta,Electric,Delhi,4/17/2025,707873,35,
43360,103359,Swift,Diesel,Pune,12/17/2025,1418932,47,
43361,103360,Creta,CNG,Delhi,12/27/2025,1296830,19,
43362,103361,XUV300,Diesel,Hyderabad,3/24/2025,1376605,3,
43363,103362,Creta,Electric,Chennai,12/10/2025,595944,38,
43364,103363,City,Petrol,Hyderabad,4/16/2025,788498,37,
43365,103364,City,CNG,Bangalore,6/30/2025,1302424,11,
43366,103365,i20,Petrol,Hyderabad,4/14/2025,847270,40,
43367,103366,Baleno,Electric,Bangalore,6/17/2025,1629241,31,
43368,103367,XUV300,Petrol,Pune,4/21/2025,671138,6,
43369,103368,Venue,CNG,Hyderabad,11/3/2025,1252712,26,
43370,103369,Verna,Diesel,Mumbai,3/29/2025,1714748,18,
43371,103370,Creta,Diesel,Mumbai,3/15/2025,1006113,41,
43372,103371,Baleno,CNG,Bangalore,4/1/2025,515437,33,
43373,103372,Venue,Petrol,Chennai,3/24/2025,1324518,41,
43374,103373,Baleno,Petrol,Chennai,11/9/2025,1590605,11,
43375,103374,i20,CNG,Pune,4/12/2025,1395952,10,
43376,103375,XUV300,Electric,Delhi,10/10/2025,636692,24,
43377,103376,i20,Petrol,Hyderabad,7/1/2025,1451477,36,
43378,103377,Venue,CNG,Mumbai,6/24/2025,864943,8,
43379,103378,Baleno,Electric,Mumbai,1/14/2025,903446,48,
43380,103379,Creta,Petrol,Chennai,4/19/2025,1176449,49,
43381,103380,Baleno,Petrol,Pune,9/16/2025,1564437,45,
43382,103381,Swift,CNG,Delhi,6/3/2025,595410,18,
43383,103382,City,Diesel,Hyderabad,5/8/2025,624320,10,
43384,103383,Venue,Electric,Hyderabad,4/23/2025,1116372,46,
43385,103384,i20,Petrol,Delhi,6/15/2025,587554,3,
43386,103385,Venue,Diesel,Hyderabad,8/18/2025,1032169,27,
